N°,DNI,APELLIDOS,NOMBRES,CARGO,FECHA DE INICIO,REGIMEN LABORAL,ÓRGANO,UNIDAD ORGANICA,ESTADO,SERVIDORES CIVILES QUE TIENEN LICENCIA,CORREO ELECTRONICO INSTITUCIONAL,APELLIDOS Y NOMBRES
916,74182332,BUSTOS MAS,ANSELMO LUPE,Asistente Administrativo,2024-06-05,CAS,Dirección General de Niños,Oficina de Aunque,ACTIVO,NO,,BUSTOS MAS ANSELMO LUPE
917,85462881,BARBA MÚÑIZ,PABLO SERAFINA,Analista G1,2024-07-08,D.L. 276,Dirección General de Actual,Oficina de Jamás,ACTIVO,NO,,BARBA MÚÑIZ PABLO SERAFINA
918,23002715,CARREÑO GONZÁLEZ,MARIANA FORTUNATA,Analista G1,2024-11-03,D.L. 728,Dirección General de Marzo,Oficina de Un,ACTIVO,NO,,CARREÑO GONZÁLEZ MARIANA FORTUNATA
919,58238368,PIÑEIRO BALAGUER,MARCOS AZUCENA,Coordinador Adjunto,2016-10-03,D.L. 276,Dirección General de Allá,Oficina de Dejar,ACTIVO,NO,,PIÑEIRO BALAGUER MARCOS AZUCENA
920,12799249,CONDE MORILLO,ANI JOSÉ,Analista G1,2018-07-21,CAS,Dirección General de Porque,Oficina de Compañía,ACTIVO,NO,,CONDE MORILLO ANI JOSÉ
921,28375917,POZO SALINAS,MARINA DULCE,Asistente Administrativo,2022-02-05,D.L. 728,Dirección General de Tres,Oficina de Guerra,ACTIVO,NO,,POZO SALINAS MARINA DULCE
922,06249442,ROSALES MANJÓN,MIRIAM RUFINO,Analista G1,2017-10-28,D.L. 276,Dirección General de Internacional,Oficina de Otra,ACTIVO,NO,,ROSALES MANJÓN MIRIAM RUFINO
923,37631029,TAMARIT AVILÉS,CARLOTA SABAS,Analista G1,2018-12-21,CAS,Dirección General de Fondo,Oficina de Ésta,ACTIVO,NO,,TAMARIT AVILÉS CARLOTA SABAS
924,42209422,ROVIRA CASTRILLO,MARÍA BELÉN ELPIDIO,Analista G1,2021-02-25,CAS,Dirección General de Ello,Oficina de Calidad,ACTIVO,NO,,ROVIRA CASTRILLO MARÍA BELÉN ELPIDIO
925,78790653,PRATS FERRÁNDEZ   ,  CHELO ENCARNACIÓN  ,Especialista Técnico,2026-04-26,D.L. 276,Dirección General de Quiero,Oficina de Través,ACTIVO,NO,,PRATS FERRÁNDEZ      CHELO ENCARNACIÓN  
926,53458387,HERRERA BELLIDO,JUAN PABLO MAXI,Analista G1,2020-08-24,D.L. 728,Dirección General de Precisamente,Oficina de Encuentran,ACTIVO,NO,,HERRERA BELLIDO JUAN PABLO MAXI
927,21803704,BORRÁS CAPDEVILA,HILDA SEVERIANO,Especialista Técnico,2020-07-31,D.L. 276,Dirección General de Persona,Oficina de Juan,ACTIVO,NO,,BORRÁS CAPDEVILA HILDA SEVERIANO
928,52231716,MONTES OCAÑA,DOROTEA GABRIELA,Coordinador Adjunto,2016-08-02,D.L. 728,Dirección General de Primero,Oficina de Cuenta,ACTIVO,NO,,MONTES OCAÑA DOROTEA GABRIELA
929,99286917,OLMO SALAMANCA,ESTRELLA ESTEBAN,Especialista Técnico,2020-10-01,D.L. 276,Dirección General de Encuentran,Oficina de Aumento,ACTIVO,NO,,OLMO SALAMANCA ESTRELLA ESTEBAN
930,97195590,GUILLEN FLORES,ISIDORA RAÚL,Analista G1,2017-11-26,D.L. 276,Dirección General de Humanos,Oficina de Temas,ACTIVO,NO,,GUILLEN FLORES ISIDORA RAÚL
931,46420477,BOADA CAPDEVILA,MANOLA BALTASAR,Analista G1,2018-10-10,CAS,Dirección General de Ayuda,Oficina de Martín,ACTIVO,NO,,BOADA CAPDEVILA MANOLA BALTASAR
932,58664993,COLOMA MAESTRE,ALBERTO OLEGARIO,Especialista Técnico,2023-04-14,CAS,Dirección General de Estos,Oficina de Primero,ACTIVO,NO,,COLOMA MAESTRE ALBERTO OLEGARIO
933,45713585,SANDOVAL SOTELO,ALONSO NATANAEL,Asistente Administrativo,2018-06-08,D.L. 728,Dirección General de Causa,Oficina de Habían,ACTIVO,NO,,SANDOVAL SOTELO ALONSO NATANAEL
934,03976289,FRÍAS ZABALA,MARICELA JUAN,Coordinador Adjunto,2021-10-31,D.L. 728,Dirección General de Silencio,Oficina de Actitud,ACTIVO,NO,,FRÍAS ZABALA MARICELA JUAN
935,65847682,CID ALFARO,RENATO DAFNE,Especialista Técnico,2025-05-28,D.L. 728,Dirección General de Televisión,Oficina de Era,ACTIVO,NO,,CID ALFARO RENATO DAFNE
936,74227467,JAUME DOMÍNGUEZ,BENITO LORETO,Asistente Administrativo,2018-05-09,D.L. 728,Dirección General de Quería,Oficina de Lleva,ACTIVO,NO,,JAUME DOMÍNGUEZ BENITO LORETO
937,24929312,LINARES BAENA,ADELA FÁTIMA,Asistente Administrativo,2025-10-18,CAS,Dirección General de Bien,Oficina de Hijo,ACTIVO,NO,,LINARES BAENA ADELA FÁTIMA
938,83029220,LINARES PALOMINO,ROSAURA CÁNDIDO,Coordinador Adjunto,2016-07-14,CAS,Dirección General de Dicen,Oficina de Victoria,ACTIVO,NO,,LINARES PALOMINO ROSAURA CÁNDIDO
939,95711808,  POMARES GUARDIA  ,RICARDO APOLONIA   ,Analista G1,2026-02-10,CAS,Dirección General de Año,Oficina de Jorge,ACTIVO,NO,,  POMARES GUARDIA   RICARDO APOLONIA   
940,35966598,MOLES TORMO,ROXANA EDELMIRA,Especialista Técnico,2021-08-29,D.L. 728,Dirección General de Tener,Oficina de Cualquier,ACTIVO,NO,,MOLES TORMO ROXANA EDELMIRA
941,95519691,VALLE SECO,CHELO ÁNGELES,Especialista Técnico,2023-06-21,D.L. 276,Dirección General de Dos,Oficina de Último,ACTIVO,NO,,VALLE SECO CHELO ÁNGELES
942,52294177,ÁVILA MAYOL,NAZARIO AMELIA,Coordinador Adjunto,2020-04-12,D.L. 728,Dirección General de Va,Oficina de Es,ACTIVO,NO,,ÁVILA MAYOL NAZARIO AMELIA
943,14301023,OLIVER ORTIZ,PEDRO EUFEMIA,Analista G1,2019-05-15,CAS,Dirección General de Ésta,Oficina de Tú,ACTIVO,NO,,OLIVER ORTIZ PEDRO EUFEMIA
944,41374958,BARRIO JIMÉNEZ,SELENA ROLDÁN,Asistente Administrativo,2025-04-01,D.L. 728,Dirección General de G,Oficina de Sin,ACTIVO,NO,,BARRIO JIMÉNEZ SELENA ROLDÁN
945,36207440,LOSADA GOMIS,EVARISTO NÉSTOR,Analista G1,2025-04-26,CAS,Dirección General de Plaza,Oficina de Nacional,ACTIVO,NO,,LOSADA GOMIS EVARISTO NÉSTOR
946,11716837,BONILLA PIÑA,AZAHAR IRENE,Especialista Técnico,2022-06-21,D.L. 728,Dirección General de República,Oficina de Enfermedad,ACTIVO,NO,,BONILLA PIÑA AZAHAR IRENE
947,60242779,GORDILLO RINCÓN,JOSE ANGEL CONSTANZA,Asistente Administrativo,2017-11-14,CAS,Dirección General de Afirmó,Oficina de Respecto,ACTIVO,NO,,GORDILLO RINCÓN JOSE ANGEL CONSTANZA
948,03524814,MUR    SANCHEZ,CANDELA    ELEUTERIO,Analista G1,2018-05-31,D.L. 728,Dirección General de Trabajo,Oficina de Unión,ACTIVO,NO,,MUR    SANCHEZ CANDELA    ELEUTERIO
949,74386124,FRANCISCO CERVERA,MARTIN JENNIFER,Analista G1,2023-05-25,D.L. 276,Dirección General de Quiero,Oficina de Hermano,ACTIVO,NO,,FRANCISCO CERVERA MARTIN JENNIFER
950,80268080,CEPEDA ROPERO,VIOLETA MARÍA LUISA,Coordinador Adjunto,2017-10-18,D.L. 728,Dirección General de Instituto,Oficina de Dejar,ACTIVO,NO,,CEPEDA ROPERO VIOLETA MARÍA LUISA
951,01656330,CRUZ MOLL,BORJA CECILIA,Coordinador Adjunto,2021-09-03,D.L. 728,Dirección General de Efectos,Oficina de Casa,ACTIVO,NO,,CRUZ MOLL BORJA CECILIA
952,52049576,ESPINOSA MOLL,PRIMITIVA SERAFINA,Analista G1,2017-10-19,D.L. 276,Dirección General de Sin,Oficina de Programas,ACTIVO,NO,,ESPINOSA MOLL PRIMITIVA SERAFINA
953,75099724,MONTALBÁN RIBA,SERGIO MARCIO,Especialista Técnico,2020-10-10,D.L. 276,Dirección General de Constitución,Oficina de Pese,ACTIVO,NO,,MONTALBÁN RIBA SERGIO MARCIO
954,69941467,LLANOS CORNEJO,MELANIA GODOFREDO,Especialista Técnico,2017-05-31,D.L. 276,Dirección General de Manera,Oficina de Le,ACTIVO,NO,,LLANOS CORNEJO MELANIA GODOFREDO
955,51100988,LASA GUAL,DÉBORA JESÚS,Especialista Técnico,2018-08-27,CAS,Dirección General de Le,Oficina de Fuerza,ACTIVO,NO,,LASA GUAL DÉBORA JESÚS
956,36093693,BERNAD TAPIA,ELOY ANI,Coordinador Adjunto,2024-10-21,D.L. 728,Dirección General de Cerca,Oficina de Marcha,ACTIVO,NO,,BERNAD TAPIA ELOY ANI
957,66185976,PEREIRA ESPEJO,REYES ROLDÁN,Especialista Técnico,2021-04-05,CAS,Dirección General de Nacional,Oficina de Ver,ACTIVO,NO,,PEREIRA ESPEJO REYES ROLDÁN
958,22442198,FERRANDO GONZALO,ANACLETO SEBASTIAN,Asistente Administrativo,2023-12-28,D.L. 728,Dirección General de Una,Oficina de Siguientes,ACTIVO,NO,,FERRANDO GONZALO ANACLETO SEBASTIAN
959,56519400,LERMA REY,IVÁN MANUELITA,Coordinador Adjunto,2023-01-22,D.L. 728,Dirección General de Parece,Oficina de Riesgo,ACTIVO,NO,,LERMA REY IVÁN MANUELITA
960,10324211,FUENTE BATALLA,GALO ÁUREA,Coordinador Adjunto,2025-11-22,D.L. 728,Dirección General de Personal,Oficina de Voluntad,ACTIVO,NO,,FUENTE BATALLA GALO ÁUREA
961,33096759,TRILLO MORCILLO,ROXANA ZACARÍAS,Asistente Administrativo,2025-03-22,D.L. 276,Dirección General de Alto,Oficina de Especial,ACTIVO,NO,,TRILLO MORCILLO ROXANA ZACARÍAS
962,82767885,ARNAIZ PINTOR,LOLA MATÍAS,Especialista Técnico,2020-04-14,D.L. 728,Dirección General de Imposible,Oficina de Pequeño,ACTIVO,NO,,ARNAIZ PINTOR LOLA MATÍAS
963,14357589,ZAPATA ARENAS,AZAHAR CÉSAR,Especialista Técnico,2020-11-10,D.L. 728,Dirección General de Hija,Oficina de Revolución,ACTIVO,NO,,ZAPATA ARENAS AZAHAR CÉSAR
964,00908301,ARNAL HOYOS,AURELIA BRÍGIDA,Asistente Administrativo,2020-04-20,D.L. 728,Dirección General de Negro,Oficina de Dos,ACTIVO,NO,,ARNAL HOYOS AURELIA BRÍGIDA
965,83240787,PONCE VILLALONGA,MARÍA DEL CARMEN EVA MARÍA,Asistente Administrativo,2025-12-21,D.L. 728,Dirección General de Muchos,Oficina de Dicho,ACTIVO,NO,,PONCE VILLALONGA MARÍA DEL CARMEN EVA MARÍA
966,59085721,SABATER PUIG,SOLEDAD MARCO,Coordinador Adjunto,2024-01-31,D.L. 728,Dirección General de Luis,Oficina de Pronto,ACTIVO,NO,,SABATER PUIG SOLEDAD MARCO
967,87380688,DELGADO ROCAMORA,MACARIO EMPERATRIZ,Especialista Técnico,2025-07-15,D.L. 728,Dirección General de Cambios,Oficina de Popular,ACTIVO,NO,,DELGADO ROCAMORA MACARIO EMPERATRIZ
968,43038949,CISNEROS SILVA,PAULA FLAVIA,Especialista Técnico,2020-11-11,D.L. 728,Dirección General de Carta,Oficina de Congreso,ACTIVO,NO,,CISNEROS SILVA PAULA FLAVIA
969,42168967,CARBAJO ESCOLANO,MELANIA DELFINA,Especialista Técnico,2025-09-21,D.L. 728,Dirección General de Viaje,Oficina de Derechos,ACTIVO,NO,,CARBAJO ESCOLANO MELANIA DELFINA
970,42833933,CERDÁ POZUELO,SEVERIANO MOISÉS,Coordinador Adjunto,2020-11-08,D.L. 276,Dirección General de Tras,Oficina de Bueno,ACTIVO,NO,,CERDÁ POZUELO SEVERIANO MOISÉS
971,93275653,FRANCH SANZ,CIPRIANO JOSUÉ,Asistente Administrativo,2019-08-02,D.L. 276,Dirección General de Partes,Oficina de Muerto,ACTIVO,NO,,FRANCH SANZ CIPRIANO JOSUÉ
972,32537639,CÉSPEDES CASALS,CIRIACO DANILO,Coordinador Adjunto,2023-05-29,D.L. 728,Dirección General de Muestra,Oficina de Amor,ACTIVO,NO,,CÉSPEDES CASALS CIRIACO DANILO
973,37621249,BLÁZQUEZ ZABALETA,LAURA RODRIGO,Asistente Administrativo,2023-08-13,D.L. 728,Dirección General de Premio,Oficina de Pública,ACTIVO,NO,,BLÁZQUEZ ZABALETA LAURA RODRIGO
974,15285765,CUESTA PINEDO   ,CARMELITA RICARDO   ,Especialista Técnico,2016-10-13,D.L. 276,Dirección General de Pueden,Oficina de Etapa,ACTIVO,NO,,CUESTA PINEDO    CARMELITA RICARDO   
975,73233097,  NARANJO CONESA  ,FERMÍN RUPERTA   ,Especialista Técnico,2017-10-16,D.L. 276,Dirección General de Expresión,Oficina de Marcha,ACTIVO,NO,,  NARANJO CONESA   FERMÍN RUPERTA   
976,73833060,AZNAR RIVAS,MARIO MARTIN,Analista G1,2023-08-25,D.L. 276,Dirección General de Hospital,Oficina de Cara,ACTIVO,NO,,AZNAR RIVAS MARIO MARTIN
977,61957886,MALO ESCRIVÁ,DESIDERIO TRINI,Especialista Técnico,2017-08-29,D.L. 728,Dirección General de Parece,Oficina de El,ACTIVO,NO,,MALO ESCRIVÁ DESIDERIO TRINI
978,39101813,ISERN ALBEROLA,ÁLVARO ANASTASIA,Analista G1,2024-11-24,D.L. 728,Dirección General de Vamos,Oficina de Llamado,ACTIVO,NO,,ISERN ALBEROLA ÁLVARO ANASTASIA
979,90325532,ADÁN URIARTE,JORDÁN ISAAC,Asistente Administrativo,2022-03-27,CAS,Dirección General de Necesario,Oficina de Bueno,ACTIVO,NO,,ADÁN URIARTE JORDÁN ISAAC
980,85004925,REDONDO SALA,CEBRIÁN ELIANA,Coordinador Adjunto,2022-05-07,CAS,Dirección General de Obra,Oficina de López,ACTIVO,NO,,REDONDO SALA CEBRIÁN ELIANA
981,33914362,LOBO GALIANO,AUGUSTO GIL,Especialista Técnico,2017-10-29,D.L. 276,Dirección General de Cargo,Oficina de Últimos,ACTIVO,NO,,LOBO GALIANO AUGUSTO GIL
982,56791273,ARCO CODINA,RICARDA ANACLETO,Asistente Administrativo,2023-01-06,CAS,Dirección General de Intereses,Oficina de Secretario,ACTIVO,NO,,ARCO CODINA RICARDA ANACLETO
983,60272715,MARTÍN MUÑOZ,ZORAIDA CHUCHO,Asistente Administrativo,2016-11-01,D.L. 276,Dirección General de Actual,Oficina de José,ACTIVO,NO,,MARTÍN MUÑOZ ZORAIDA CHUCHO
984,53795150,CUÉLLAR LUÍS,EMILIANA GERTRUDIS,Asistente Administrativo,2023-04-06,D.L. 276,Dirección General de Actividades,Oficina de Respuesta,ACTIVO,NO,,CUÉLLAR LUÍS EMILIANA GERTRUDIS
985,04934537,ELÍAS SARABIA,MARIBEL CRISTINA,Coordinador Adjunto,2019-12-12,D.L. 276,Dirección General de Todo,Oficina de Sido,ACTIVO,NO,,ELÍAS SARABIA MARIBEL CRISTINA
986,72062302,MARTÍNEZ MORALEDA,RAFA TOMASA,Analista G1,2020-02-19,CAS,Dirección General de Tiempo,Oficina de Fácil,ACTIVO,NO,,MARTÍNEZ MORALEDA RAFA TOMASA
987,33316997,  ROMA BARÓN,LUÍS ADRIANA   ,Coordinador Adjunto,2017-09-09,CAS,Dirección General de Momentos,Oficina de Razones,ACTIVO,NO,,  ROMA BARÓN LUÍS ADRIANA   
988,86838850,LLOBET MUR,BELEN SEVERIANO,Analista G1,2021-08-04,D.L. 276,Dirección General de Viaje,Oficina de Ejemplo,ACTIVO,NO,,LLOBET MUR BELEN SEVERIANO
989,86574623,BARRAGÁN CANALES,CONCHA LUNA,Asistente Administrativo,2026-02-20,D.L. 728,Dirección General de Gracias,Oficina de Día,ACTIVO,NO,,BARRAGÁN CANALES CONCHA LUNA
990,57774766,TOMÁS MADRIGAL,TEÓFILO EMELINA,Analista G1,2024-10-28,CAS,Dirección General de Algunas,Oficina de Resultado,ACTIVO,NO,,TOMÁS MADRIGAL TEÓFILO EMELINA
991,13234749,OTERO CASTILLA,ENCARNACION CHUS,Coordinador Adjunto,2021-04-23,CAS,Dirección General de Sean,Oficina de Haciendo,ACTIVO,NO,,OTERO CASTILLA ENCARNACION CHUS
992,68541805,VALENCIANO UGARTE,NURIA GERALDO,Especialista Técnico,2025-03-08,D.L. 728,Dirección General de Eran,Oficina de Artículo,ACTIVO,NO,,VALENCIANO UGARTE NURIA GERALDO
993,50213479,MANRIQUE FERRER,ABEL DIEGO,Asistente Administrativo,2016-08-01,D.L. 728,Dirección General de República,Oficina de Cámara,ACTIVO,NO,,MANRIQUE FERRER ABEL DIEGO
994,91208394,CARRANZA GALAN,NEREA ENCARNACIÓN,Especialista Técnico,2026-05-03,D.L. 728,Dirección General de Espacio,Oficina de Años,ACTIVO,NO,,CARRANZA GALAN NEREA ENCARNACIÓN
995,03296744,MÚGICA OLMO,CHARO NOELIA,Asistente Administrativo,2022-09-20,CAS,Dirección General de Un,Oficina de Siete,ACTIVO,NO,,MÚGICA OLMO CHARO NOELIA
996,39652242,FORTUNY LUCENA,JOSÉ MANUEL MORENA,Asistente Administrativo,2017-01-08,CAS,Dirección General de Falta,Oficina de Juego,ACTIVO,NO,,FORTUNY LUCENA JOSÉ MANUEL MORENA
997,15578563,MORANTE AGUADO,DANILO ITZIAR,Especialista Técnico,2019-09-05,D.L. 728,Dirección General de Camino,Oficina de Médico,ACTIVO,NO,,MORANTE AGUADO DANILO ITZIAR
998,41861214,ANDRES ECHEVARRÍA,GUILLERMO NATALIO,Coordinador Adjunto,2024-09-06,D.L. 728,Dirección General de Deseo,Oficina de Francia,ACTIVO,NO,,ANDRES ECHEVARRÍA GUILLERMO NATALIO
999,27765263,  TELLO SÁNCHEZ  ,  NAYARA ANDRÉS FELIPE,Asistente Administrativo,2022-10-20,D.L. 728,Dirección General de Central,Oficina de Medio,ACTIVO,NO,,  TELLO SÁNCHEZ     NAYARA ANDRÉS FELIPE
1000,63909454,SERNA NARANJO,ÓSCAR MIGUELA,Analista G1,2024-06-27,D.L. 728,Dirección General de Marzo,Oficina de Pequeño,ACTIVO,NO,,SERNA NARANJO ÓSCAR MIGUELA
94,50864912,GABALDÓN RIVERA,ROQUE VERÓNICA,Puesto Secundario,2024-01-17,D.L. 728,Dirección General de Septiembre,Oficina de Viaje,ACTIVO,NO,,GABALDÓN RIVERA ROQUE VERÓNICA
693,60873664,ALBERDI    CRESPO,  ANSELMA REINA  ,Puesto Secundario,2021-01-14,D.L. 276,Dirección General de Universidad,Oficina de Socialista,ACTIVO,NO,,ALBERDI    CRESPO   ANSELMA REINA  
101,71286544,MORÁN GALÁN,WÁLTER NACHO,Puesto Secundario,2019-09-20,CAS,Dirección General de Abril,Oficina de Razón,ACTIVO,NO,,MORÁN GALÁN WÁLTER NACHO
563,45199749,CASTELLS BRIONES,VERÓNICA REBECA,Puesto Secundario,2024-08-21,D.L. 276,Dirección General de Buena,Oficina de Primera,ACTIVO,NO,,CASTELLS BRIONES VERÓNICA REBECA
730,52741472,MURILLO SOLER,LEIRE FABIÁN,Puesto Secundario,2016-09-28,D.L. 276,Dirección General de Marzo,Oficina de Mercado,ACTIVO,NO,,MURILLO SOLER LEIRE FABIÁN
925,78790653,PRATS FERRÁNDEZ   ,  CHELO ENCARNACIÓN  ,Puesto Secundario,2026-04-26,D.L. 276,Dirección General de Quiero,Oficina de Través,ACTIVO,NO,,PRATS FERRÁNDEZ      CHELO ENCARNACIÓN  
394,39609055,GINER REYES,MARCELO LEONARDO,Puesto Secundario,2016-12-14,D.L. 276,Dirección General de Aquellas,Oficina de Teatro,ACTIVO,NO,,GINER REYES MARCELO LEONARDO
686,05529006,CUERVO CALLEJA,SIGFRIDO VIVIANA,Puesto Secundario,2022-04-03,CAS,Dirección General de Unidad,Oficina de B,ACTIVO,NO,,CUERVO CALLEJA SIGFRIDO VIVIANA
739,06892774,MARTIN FERNÁNDEZ,MIGUEL ÁNGEL AROA,Puesto Secundario,2017-03-02,CAS,Dirección General de Según,Oficina de Personas,ACTIVO,NO,,MARTIN FERNÁNDEZ MIGUEL ÁNGEL AROA
265,41154242,ÁLAMO RIQUELME,FELIX OLGA,Puesto Secundario,2018-05-05,CAS,Dirección General de Quizá,Oficina de Trabajo,ACTIVO,NO,,ÁLAMO RIQUELME FELIX OLGA
173,77844240,IZQUIERDO SEGURA,JOSÉ MARI GRISELDA,Puesto Secundario,2016-06-09,D.L. 728,Dirección General de Suerte,Oficina de Nuestros,ACTIVO,NO,,IZQUIERDO SEGURA JOSÉ MARI GRISELDA
315,46702543,VALVERDE DOMINGO,DORA CUSTODIA,Puesto Secundario,2017-11-20,D.L. 728,Dirección General de Trabajadores,Oficina de Pensar,ACTIVO,NO,,VALVERDE DOMINGO DORA CUSTODIA
871,81197625,CONTRERAS ALCOLEA,ANA ISAAC,Puesto Secundario,2019-10-07,CAS,Dirección General de Respecto,Oficina de Puerto,ACTIVO,NO,,CONTRERAS ALCOLEA ANA ISAAC
984,53795150,CUÉLLAR LUÍS,EMILIANA GERTRUDIS,Puesto Secundario,2023-04-06,D.L. 276,Dirección General de Actividades,Oficina de Respuesta,ACTIVO,NO,,CUÉLLAR LUÍS EMILIANA GERTRUDIS
71,74346089,LARA    ARENAS,CÉSAR    DÉBORA,Puesto Secundario,2020-09-09,D.L. 276,Dirección General de Sean,Oficina de Fuego,ACTIVO,NO,,LARA    ARENAS CÉSAR    DÉBORA
10,21429111,MANCEBO BERNAL,RITA JOAN,Puesto Secundario,2025-01-04,D.L. 728,Dirección General de Ex,Oficina de Verdad,ACTIVO,NO,,MANCEBO BERNAL RITA JOAN
362,04818296,ARCOS AGULLO,MARC CLEMENTINA,Puesto Secundario,2022-05-16,CAS,Dirección General de Marzo,Oficina de Palabras,ACTIVO,NO,,ARCOS AGULLO MARC CLEMENTINA
445,86347725,MAYO AGUDO,RUY NAZARET,Puesto Secundario,2024-10-05,CAS,Dirección General de Ex,Oficina de Suerte,ACTIVO,NO,,MAYO AGUDO RUY NAZARET
858,86344421,SAURA ROYO,AZUCENA FELICIDAD,Puesto Secundario,2022-09-28,D.L. 276,Dirección General de Algún,Oficina de Reforma,ACTIVO,NO,,SAURA ROYO AZUCENA FELICIDAD
856,91100300,PALACIOS MORELL,ROSARIO ALBA,Puesto Secundario,2021-01-06,D.L. 276,Dirección General de Área,Oficina de Palabra,ACTIVO,NO,,PALACIOS MORELL ROSARIO ALBA
91,31726319,MACIAS GUITART,LALO NICO,Puesto Secundario,2019-07-17,D.L. 728,Dirección General de Palabra,Oficina de Eso,ACTIVO,NO,,MACIAS GUITART LALO NICO
48,72070938,ARIÑO BILBAO,SIMÓN GEMA,Puesto Secundario,2022-03-08,D.L. 276,Dirección General de Menor,Oficina de Sé,ACTIVO,NO,,ARIÑO BILBAO SIMÓN GEMA
813,73504238,BOSCH LUÍS,LUCILA PAULA,Puesto Secundario,2021-12-08,D.L. 276,Dirección General de Rey,Oficina de Persona,ACTIVO,NO,,BOSCH LUÍS LUCILA PAULA
862,30245234,TÉLLEZ TEJADA,MARCELINO AGAPITO,Puesto Secundario,2024-01-02,D.L. 276,Dirección General de Vía,Oficina de Cierto,ACTIVO,NO,,TÉLLEZ TEJADA MARCELINO AGAPITO
457,45490632,ARREGUI PULIDO,MARINA NATANAEL,Puesto Secundario,2026-01-01,D.L. 728,Dirección General de Primeros,Oficina de Nada,ACTIVO,NO,,ARREGUI PULIDO MARINA NATANAEL
57,15014632,LAGUNA VEGA,AMAYA JOSÉ,Puesto Secundario,2025-05-26,D.L. 728,Dirección General de Santiago,Oficina de Qué,ACTIVO,NO,,LAGUNA VEGA AMAYA JOSÉ
67,87225157,  ARIAS SOSA  ,  IVÁN HERACLIO,Puesto Secundario,2024-07-05,D.L. 728,Dirección General de Mes,Oficina de Ellas,ACTIVO,NO,,  ARIAS SOSA     IVÁN HERACLIO
470,41936182,FIGUERAS SECO,DANILO JUAN FRANCISCO,Puesto Secundario,2023-01-20,CAS,Dirección General de Carácter,Oficina de Encuentra,ACTIVO,NO,,FIGUERAS SECO DANILO JUAN FRANCISCO
968,43038949,CISNEROS SILVA,PAULA FLAVIA,Puesto Secundario,2020-11-11,D.L. 728,Dirección General de Carta,Oficina de Congreso,ACTIVO,NO,,CISNEROS SILVA PAULA FLAVIA
421,59509871,PABLO LASTRA,NATALIA RÉGULO,Puesto Secundario,2017-02-18,CAS,Dirección General de J,Oficina de Diferentes,ACTIVO,NO,,PABLO LASTRA NATALIA RÉGULO
234,95967650,RIOS MANCEBO,DARÍO SANDALIO,Puesto Secundario,2016-07-21,CAS,Dirección General de Luz,Oficina de Tienen,ACTIVO,NO,,RIOS MANCEBO DARÍO SANDALIO
852,40502137,SÁENZ BALAGUER,AMANCIO MARÍA MANUELA,Puesto Secundario,2020-04-25,D.L. 276,Dirección General de Programas,Oficina de Gobierno,ACTIVO,NO,,SÁENZ BALAGUER AMANCIO MARÍA MANUELA
486,96850972,GÁLVEZ GALLEGO,OBDULIA MALENA,Puesto Secundario,2022-03-23,D.L. 276,Dirección General de Total,Oficina de Contenido,ACTIVO,NO,,GÁLVEZ GALLEGO OBDULIA MALENA
214,79442504,BLÁZQUEZ BUENDÍA,TONI CLEMENTE,Puesto Secundario,2023-10-16,CAS,Dirección General de Ningún,Oficina de Octubre,ACTIVO,NO,,BLÁZQUEZ BUENDÍA TONI CLEMENTE
922,06249442,ROSALES MANJÓN,MIRIAM RUFINO,Puesto Secundario,2017-10-28,D.L. 276,Dirección General de Internacional,Oficina de Otra,ACTIVO,NO,,ROSALES MANJÓN MIRIAM RUFINO
932,58664993,COLOMA MAESTRE,ALBERTO OLEGARIO,Puesto Secundario,2023-04-14,CAS,Dirección General de Estos,Oficina de Primero,ACTIVO,NO,,COLOMA MAESTRE ALBERTO OLEGARIO
255,32394261,CASTELL ZURITA,CIRO FLAVIA,Puesto Secundario,2023-01-19,D.L. 728,Dirección General de Políticos,Oficina de Acción,ACTIVO,NO,,CASTELL ZURITA CIRO FLAVIA
412,06086346,  TORRES TRUJILLO,  ÉDGAR FLORENTINO,Puesto Secundario,2023-09-03,D.L. 728,Dirección General de Creo,Oficina de Cuenta,ACTIVO,NO,,  TORRES TRUJILLO   ÉDGAR FLORENTINO
746,67353074,AGUADO BARROSO,MARISTELA MARCIA,Puesto Secundario,2022-03-15,D.L. 276,Dirección General de Formación,Oficina de Zonas,ACTIVO,NO,,AGUADO BARROSO MARISTELA MARCIA
634,80882506,BOTELLA LÓPEZ,AMARO ROLANDO,Puesto Secundario,2016-11-03,CAS,Dirección General de Militares,Oficina de Plan,ACTIVO,NO,,BOTELLA LÓPEZ AMARO ROLANDO
533,10298661,DIAZ PEDRO,FAUSTO JOSÉ MARI,Puesto Secundario,2024-01-29,D.L. 276,Dirección General de Profesional,Oficina de Energía,ACTIVO,NO,,DIAZ PEDRO FAUSTO JOSÉ MARI
43,84214383,SANZ MACHADO,TEO JOSEFINA,Puesto Secundario,2025-12-02,D.L. 276,Dirección General de Precio,Oficina de Habría,ACTIVO,NO,,SANZ MACHADO TEO JOSEFINA
700,75383551,SASTRE NOGUEIRA,PRUDENCIO PAOLA,Puesto Secundario,2016-11-20,D.L. 728,Dirección General de Desarrollo,Oficina de Señora,ACTIVO,NO,,SASTRE NOGUEIRA PRUDENCIO PAOLA
